country,iso3,seat,dimension,contribution_status,reason,failure_reason,confidence,evidence_count,recommendation
Puerto Rico,PRI,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,7,86.0
Puerto Rico,PRI,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,33.0
Puerto Rico,PRI,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,6,60.0
Puerto Rico,PRI,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,25.0
Puerto Rico,PRI,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,68.0
Puerto Rico,PRI,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Puerto Rico,PRI,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,55.0
Saudi Arabia,SAU,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Saudi Arabia,SAU,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,40.0
Saudi Arabia,SAU,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,1,85.0
Saudi Arabia,SAU,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,1,60.0
Saudi Arabia,SAU,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.92,9,15.0
Saudi Arabia,SAU,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.83,8,28.0
Saudi Arabia,SAU,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,8,82.0
Saudi Arabia,SAU,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,7,62.0
Saudi Arabia,SAU,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,38.0
Saudi Arabia,SAU,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,28.0
Saudi Arabia,SAU,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,82.0
Saudi Arabia,SAU,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,72.0
Senegal,SEN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,30.0
Senegal,SEN,cultural_anthropologist,D2,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Senegal,SEN,cultural_anthropologist,D3,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Senegal,SEN,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Senegal,SEN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,10,14.0
Senegal,SEN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,9,55.0
Senegal,SEN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,6,42.0
Senegal,SEN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,6,38.0
Senegal,SEN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,25.0
Senegal,SEN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,75.0
Senegal,SEN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,40.0
Senegal,SEN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,45.0
El Salvador,SLV,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,35.0
El Salvador,SLV,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,65.0
El Salvador,SLV,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
El Salvador,SLV,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,2,55.0
El Salvador,SLV,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,8,18.0
El Salvador,SLV,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,62.0
El Salvador,SLV,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,7,88.0
El Salvador,SLV,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,6,38.0
El Salvador,SLV,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,29.0
El Salvador,SLV,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,55.0
El Salvador,SLV,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,78.0
El Salvador,SLV,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,42.0
Suriname,SUR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,25.0
Suriname,SUR,cultural_anthropologist,D2,ABSTAINED,I found no direct ethnographic or field‑based evidence on emotional display norms or structural freedom of expression in Suriname to reliably assess D2. Thus I abstain from scoring.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,50.0
Suriname,SUR,cultural_anthropologist,D3,ABSTAINED,"No evidence yet found about cultural need for rules, order, punctuality or discomfort with ambiguity. Cannot assess D3 with confidence.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Suriname,SUR,cultural_anthropologist,D4,ABSTAINED,"No evidence yet found regarding achievement‑orientation, competition, performance versus relational harmony preferences. Cannot assess D4.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Suriname,SUR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,10,22.0
Suriname,SUR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,8,68.0
Suriname,SUR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,8,48.0
Suriname,SUR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,6,35.0
Suriname,SUR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,40.0
Suriname,SUR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Suriname,SUR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Suriname,SUR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,35.0
Slovenia,SVN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,30.0
Slovenia,SVN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,35.0
Slovenia,SVN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,2,80.0
Slovenia,SVN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,25.0
Slovenia,SVN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,8,32.0
Slovenia,SVN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,6,35.0
Slovenia,SVN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,80.0
Slovenia,SVN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.77,7,25.0
Slovenia,SVN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,6,73.0
Slovenia,SVN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,6,42.0
Slovenia,SVN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,6,78.0
Slovenia,SVN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,6,56.0
Trinidad And Tobago,TTO,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,50.0
Trinidad And Tobago,TTO,cultural_anthropologist,D2,ABSTAINED,No specific ethnographic evidence was found regarding freedom of emotional expression versus hierarchical suppression—i.e. emotional openness not volume or directness. Therefore abstaining.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Trinidad And Tobago,TTO,cultural_anthropologist,D3,ABSTAINED,"No evidence found focusing on cognitive need for order, rules, predictability, or discomfort with ambiguity. Thus cannot reliably score.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Trinidad And Tobago,TTO,cultural_anthropologist,D4,ABSTAINED,No direct ethnographic evidence on achievement‑orientation versus harmony values in everyday life was located. Cannot assign score.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Trinidad And Tobago,TTO,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,10,22.0
Trinidad And Tobago,TTO,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,9,82.0
Trinidad And Tobago,TTO,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,9,35.0
Trinidad And Tobago,TTO,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,8,62.0
Trinidad And Tobago,TTO,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,25.0
Trinidad And Tobago,TTO,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,80.0
Trinidad And Tobago,TTO,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,35.0
Trinidad And Tobago,TTO,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,60.0
Tunisia,TUN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Tunisia,TUN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,45.0
Tunisia,TUN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,70.0
Tunisia,TUN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,50.0
Tunisia,TUN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,9,20.0
Tunisia,TUN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,8,30.0
Tunisia,TUN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,70.0
Tunisia,TUN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,6,33.0
Tunisia,TUN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,62.0
Tunisia,TUN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,3,55.0
Tunisia,TUN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,48.0
Tunisia,TUN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,3,48.0
Uganda,UGA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,20.0
Uganda,UGA,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,30.0
Uganda,UGA,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,50.0
Uganda,UGA,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,40.0
Uganda,UGA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,11,18.0
Uganda,UGA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,8,42.0
Uganda,UGA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.67,8,52.0
Uganda,UGA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,62.0
Uganda,UGA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,27.0
Uganda,UGA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,55.0
Uganda,UGA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,35.0
Uganda,UGA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,70.0
Uruguay,URY,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,60.0
Uruguay,URY,cultural_anthropologist,D2,ABSTAINED,No clear ethnographic evidence was found that addresses whether Uruguay’s emotional expression is structurally open (freely displayed) or restrained (socially suppressed). Further field-based research on emotional display rules is needed to assess this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,50.0
Uruguay,URY,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Uruguay,URY,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,2,40.0
Uruguay,URY,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,38.0
Uruguay,URY,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.58,6,50.0
Uruguay,URY,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,6,80.0
Uruguay,URY,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,6,33.0
Uruguay,URY,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,45.0
Uruguay,URY,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Uruguay,URY,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,40.0
Uruguay,URY,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,35.0
Uzbekistan,UZB,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,20.0
Uzbekistan,UZB,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,30.0
Uzbekistan,UZB,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Uzbekistan,UZB,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,1,40.0
Uzbekistan,UZB,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,11,16.0
Uzbekistan,UZB,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,6,32.0
Uzbekistan,UZB,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,8,76.0
Uzbekistan,UZB,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,7,55.0
Uzbekistan,UZB,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,20.0
Uzbekistan,UZB,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,35.0
Uzbekistan,UZB,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,80.0
Uzbekistan,UZB,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,55.0
Yemen,YEM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Yemen,YEM,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,40.0
Yemen,YEM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,2,80.0
Yemen,YEM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,45.0
Yemen,YEM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,9,9.0
Yemen,YEM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,8,30.0
Yemen,YEM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.77,8,74.0
Yemen,YEM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,7,28.0
Yemen,YEM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,25.0
Yemen,YEM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Yemen,YEM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,25.0
Yemen,YEM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,30.0
Afghanistan,AFG,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,10.0
Afghanistan,AFG,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,30.0
Afghanistan,AFG,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Afghanistan,AFG,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,1,40.0
Afghanistan,AFG,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,9,12.0
Afghanistan,AFG,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,7,18.0
Afghanistan,AFG,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,7,60.0
Afghanistan,AFG,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,6,78.0
Afghanistan,AFG,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,4,17.0
Afghanistan,AFG,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,23.0
Afghanistan,AFG,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,38.0
Afghanistan,AFG,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,69.0
Andorra,AND,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,70.0
Andorra,AND,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.4,1,50.0
Andorra,AND,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,60.0
Andorra,AND,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,40.0
Andorra,AND,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.55,9,52.0
Andorra,AND,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,6,48.0
Andorra,AND,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,65.0
Andorra,AND,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.55,6,55.0
Andorra,AND,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,80.0
Andorra,AND,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,4,55.0
Andorra,AND,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,70.0
Andorra,AND,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,4,65.0
Azerbaijan,AZE,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,35.0
Azerbaijan,AZE,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,40.0
Azerbaijan,AZE,cultural_anthropologist,D3,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Azerbaijan,AZE,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Azerbaijan,AZE,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,10,18.0
Azerbaijan,AZE,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,32.0
Azerbaijan,AZE,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,7,82.0
Azerbaijan,AZE,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,50.0
Azerbaijan,AZE,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,30.0
Azerbaijan,AZE,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Azerbaijan,AZE,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,70.0
Azerbaijan,AZE,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,2,55.0
Burundi,BDI,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,30.0
Burundi,BDI,cultural_anthropologist,D2,ABSTAINED,I found insufficient ethnographic evidence regarding emotional openness or freedom from hierarchical suppression in lived practice in Burundi to assess Expression (D2).,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Burundi,BDI,cultural_anthropologist,D3,ABSTAINED,Insufficient direct evidence about psychological need for order or rules in everyday lived life—unrelated to governance quality—was found. Ethnographic detail on rule adherence or ambiguity discomfort is lacking.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Burundi,BDI,cultural_anthropologist,D4,ABSTAINED,No specific ethnographic data was found about achievement-orientation versus harmony in Burundian everyday social life to assess Drive (D4).,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Burundi,BDI,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,9,14.0
Burundi,BDI,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,8,21.0
Burundi,BDI,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,57.0
Burundi,BDI,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,7,26.0
Burundi,BDI,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,25.0
Burundi,BDI,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,30.0
Burundi,BDI,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,40.0
Burundi,BDI,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,40.0
Benin,BEN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,20.0
Benin,BEN,cultural_anthropologist,D2,ABSTAINED,No direct ethnographic evidence found regarding emotional expression norms or hierarchical suppression to assess D2.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Benin,BEN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Benin,BEN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Benin,BEN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,9,18.0
Benin,BEN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.67,8,72.0
Benin,BEN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,7,52.0
Benin,BEN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.63,6,38.0
Benin,BEN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,35.0
Benin,BEN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Benin,BEN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,40.0
Benin,BEN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Bahamas,BHS,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,40.0
Bahamas,BHS,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Bahamas,BHS,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,55.0
Bahamas,BHS,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,2,50.0
Bahamas,BHS,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,11,28.0
Bahamas,BHS,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,9,72.0
Bahamas,BHS,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.58,7,42.0
Bahamas,BHS,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.55,8,48.0
Bahamas,BHS,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,35.0
Bahamas,BHS,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,70.0
Bahamas,BHS,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,55.0
Bahamas,BHS,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,60.0
Belarus,BLR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,35.0
Belarus,BLR,cultural_anthropologist,D2,ABSTAINED,No ethnographic evidence found concerning emotional openness or suppression in Belarus—most sources address identity or structure rather than expression. Need more direct evidence to score.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Belarus,BLR,cultural_anthropologist,D3,ABSTAINED,"Ethnographic evidence on rules, orderliness, discomfort with ambiguity in everyday lived practice in Belarus was not located. Further field-specific studies would be required to assess structure.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Belarus,BLR,cultural_anthropologist,D4,ABSTAINED,No direct evidence addressing achievement-orientation vs. harmony in Belarusian culture at the lived-experience level was found. Need workplace or social norms ethnographies for Drive.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Belarus,BLR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,7,35.0
Belarus,BLR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,6,15.0
Belarus,BLR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,6,88.0
Belarus,BLR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,6,28.0
Belarus,BLR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,38.0
Belarus,BLR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,28.0
Belarus,BLR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,82.0
Belarus,BLR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,3,52.0
Belize,BLZ,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,40.0
Belize,BLZ,cultural_anthropologist,D2,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
